"city","city_code","province","province_code","popu_2020","popu_urban_2020","popu_rural_2020","popu_2010","popu_urban_2010","popu_rural_2010","household_2020","household_2010","male_female_2020","male_female_2010","age_0_14_2020","age_15_59_2020","age_60_2020","age_65_2020","age_0_14_2010","age_15_59_2010","age_60_2010","age_65_2010","coord"
"北京市","110100","北京市","110000","21893095","19166433","2726662","19612368","16858692","2753676","2.31","2.45","104.7","106.8","11.9","68.5","19.6","13.3","8.6","78.9","12.5","8.7","POLYGON((116.23871 39.516187,116.247891 39.508892,116.251959 39.499371,116.273283 39.490148,116.286848 39.490963,116.300925 39.483813,116.313995 39.467321,116.328406 39.455773,116.344041 39.451633,116.402767 39.448942,116.431087 39.44466,116.444233 39.447255,116.447872 39.456249,116.442523 39.463843,116.442636 39.475002,116.438007 39.480904,116.423793 39.48001,116.417359 39.483828,116.406179 39.480739,116.412323 39.49525,116.412549 39.505055,116.402379 39.506671,116.396622 39.513046,116.396466 39.525537,116.417871 39.521397,116.418453 39.508403,116.437686 39.508578,116.431352 39.525192,116.458465 39.526364,116.458499 39.530357,116.472842 39.537989,116.467312 39.551843,116.483763 39.549058,116.502522 39.549909,116.502123 39.559101,116.513493 39.565368,116.513802 39.580738,116.518566 39.59543,116.543639 39.595087,116.56083 39.603338,116.563364 39.619336,116.573447 39.622472,116.594372 39.618648,116.602137 39.623694,116.610894 39.613076,116.614747 39.600657,116.640713 39.598075,116.659218 39.60431,116.674295 39.600113,116.688139 39.600211,116.699124 39.586825,116.721038 39.591871,116.712269 39.601857,116.70073 39.606547,116.70508 39.61712,116.719389 39.622965,116.731831 39.614187,116.742633 39.618743,116.768152 39.604264,116.772163 39.592204,116.779031 39.592326,116.786819 39.601,116.783988 39.609372,116.806388 39.614783,116.819072 39.612774,116.832493 39.62114,116.820391 39.632019,116.820923 39.637103,116.83481 39.64316,116.84532 39.651278,116.84393 39.666334,116.854573 39.666209,116.877331 39.674328,116.900753 39.676398,116.900046 39.68689,116.88795 39.694849,116.876887 39.717439,116.881684 39.724477,116.893852 39.72513,116.905626 39.730484,116.905939 39.746915,116.895639 39.754175,116.914972 39.768059,116.910573 39.774887,116.918374 39.780207,116.9333 39.780285,116.946291 39.789206,116.932336 39.792056,116.923833 39.810314,116.919945 39.834347,116.911502 39.845864,116.896898 39.847209,116.901653 39.833072,116.891586 39.831537,116.87975 39.843541,116.866108 39.840883,116.852352 39.847387,116.846589 39.857966,116.830913 39.863622,116.821278 39.875931,116.79829 39.883733,116.788688 39.88006,116.778629 39.890217,116.776089 39.909211,116.777244 39.934828,116.774501 39.948509,116.756725 39.954785,116.751239 39.960248,116.753514 39.968699,116.769274 39.991537,116.769664 40.00172,116.764368 40.010407,116.775447 40.033604,116.794193 40.027661,116.797309 40.030973,116.813961 40.027194,116.816713 40.045319,116.82548 40.050068,116.85184 40.050804,116.861873 40.040794,116.874804 40.045109,116.895423 40.046667,116.908283 40.051538,116.928667 40.051312,116.939245 40.040323,116.954432 40.049977,116.96318 40.047441,116.965982 40.035822,116.980493 40.037499,116.993904 40.03101,117.008288 40.029478,117.032224 40.048022,117.044969 40.049782,117.045563 40.058001,117.054703 40.058704,117.063135 40.066154,117.078523 40.06717,117.07907 40.073702,117.097367 40.074154,117.112963 40.071008,117.12235 40.064053,117.132691 40.062657,117.149751 40.067971,117.154248 40.07519,117.170307 40.069839,117.185238 40.0719,117.19882 40.069007,117.203368 40.080968,117.204844 40.095326,117.218113 40.093787,117.231825 40.110498,117.242724 40.115036,117.26041 40.110921,117.2635 40.105947,117.278972 40.120054,117.286453 40.118308,117.296503 40.124629,117.301112 40.135666,117.316726 40.139371,117.325502 40.132744,117.337933 40.133277,117.349715 40.139511,117.345088 40.149164,117.353977 40.155558,117.344488 40.170271,117.365351 40.175109,117.384915 40.176163,117.400989 40.186051,117.391002 40.191469,117.378228 40.186352,117.372785 40.197935,117.386449 40.201938,117.374443 40.208618,117.375885 40.218735,117.383317 40.226519,117.363103 40.232117,117.345487 40.228,117.333263 40.244809,117.332708 40.258178,117.327404 40.284271,117.310252 40.28376,117.307474 40.2787,117.28983 40.276796,117.285898 40.284735,117.286826 40.29543,117.267899 40.307257,117.264888 40.324145,117.26842 40.331306,117.256609 40.333922,117.250648 40.340181,117.247749 40.355807,117.235852 40.368679,117.219755 40.367736,117.217437 40.374408,117.222618 40.38554,117.234055 40.396327,117.227641 40.415836,117.237438 40.421525,117.256885 40.441046,117.245708 40.449135,117.230088 40.455224,117.221853 40.48027,117.211465 40.493232,117.202101 40.499718,117.213505 40.512953,117.223467 40.509736,117.233092 40.515362,117.240372 40.510608,117.257719 40.51543,117.248669 40.526605,117.243088 40.546814,117.262987 40.559058,117.297614 40.569025,117.30526 40.576567,117.327984 40.574973,117.339825 40.580412,117.359195 40.574412,117.371681 40.561814,117.382543 40.559686,117.396828 40.572676,117.414474 40.567547,117.423238 40.574569,117.416454 40.579874,117.414995 40.5916,117.405974 40.603533,117.412052 40.61482,117.423537 40.624421,117.442169 40.626814,117.44731 40.641285,117.442777 40.648997,117.455325 40.651526,117.466447 40.642938,117.471361 40.633841,117.493889 40.634777,117.496286 40.651648,117.508099 40.659117,117.486771 40.673796,117.469243 40.675178,117.458512 40.671982,117.450201 40.675327,117.435492 40.675007,117.430594 40.681976,117.402457 40.685643,117.380235 40.682537,117.35304 40.672324,117.335746 40.671862,117.330971 40.662891,117.314556 40.656766,117.279728 40.659467,117.272099 40.66301,117.254917 40.679694,117.235158 40.675211,117.22674 40.682127,117.201903 40.692943,117.178703 40.694565,117.171316 40.691827,117.162679 40.697534,117.152904 40.694756,117.135922 40.695587,117.12216 40.699283,117.11115 40.698438,117.104012 40.706587,117.070188 40.698395,117.037964 40.698774,117.021545 40.69273,116.999149 40.693384,116.981901 40.701728,116.973699 40.701429,116.958937 40.70822,116.954164 40.719557,116.9366 40.728528,116.934605 40.738446,116.920486 40.743568,116.921961 40.755929,116.917327 40.772387,116.891044 40.776453,116.887174 40.782639,116.890654 40.795087,116.874165 40.802998,116.876092 40.812542,116.868282 40.820591,116.855385 40.823948,116.850395 40.833605,116.817516 40.841099,116.807471 40.846918,116.798868 40.839218,116.791054 40.858488,116.753285 40.888258,116.723876 40.896403,116.70717 40.911626,116.714932 40.924826,116.696647 40.93491,116.683573 40.951176,116.681133 40.960959,116.671837 40.969384,116.676447 40.984653,116.676976 40.998863,116.684832 41.005604,116.692715 41.019584,116.682506 41.042982,116.676776 41.040126,116.659156 41.045057,116.641432 41.057792,116.624717 41.059071,116.611935 41.048493,116.607561 41.039232,116.615276 41.027429,116.615961 41.014221,116.608967 41.002057,116.608585 40.981805,116.591854 40.973268,116.577417 40.978778,116.56323 40.990117,116.552661 40.987099,116.53599 40.988692,116.510708 40.973673,116.487567 40.976235,116.479406 40.980739,116.467955 40.976853,116.457858 40.982715,116.449227 40.978681,116.446987 40.962796,116.441134 40.952047,116.447716 40.948048,116.462173 40.92338,116.467365 40.918037,116.471358 40.900073,116.467712 40.894327,116.452396 40.898877,116.430271 40.897626,116.424549 40.901596,116.407789 40.898054,116.392419 40.904156,116.378517 40.921049,116.370042 40.937871,116.358729 40.941436,116.352582 40.934292,116.343813 40.934281,116.333604 40.927679,116.327841 40.919102,116.328161 40.902917,116.338387 40.892966,116.359632 40.878441,116.375373 40.861712,116.383552 40.859626,116.39294 40.848744,116.400095 40.831619,116.416134 40.821055,116.430497 40.819032,116.433675 40.807457,116.450963 40.796663,116.45441 40.780822,116.459602 40.772919,116.447681 40.764254,116.410142 40.767694,116.401493 40.778724,116.386271 40.776697,116.373489 40.770653,116.346807 40.768591,116.33666 40.771477,116.311347 40.770605,116.291689 40.755281,116.284043 40.762773,116.271224 40.76012,116.263432 40.775655,116.2517 40.786383,116.241798 40.790313,116.228877 40.781618,116.229475 40.773632,116.214184 40.743184,116.186056 40.723257,116.171647 40.706365,116.165059 40.694451,116.16742 40.687511,116.154937 40.660909,116.130566 40.666075,116.118836 40.652514,116.106175 40.646924,116.111942 40.626388,116.092456 40.629,116.070276 40.618325,116.067072 40.610568,116.056322 40.608777,116.038217 40.600527,116.022112 40.598185,116.017034 40.603362,115.998091 40.582519,115.976 40.577698,115.96129 40.60461,115.942258 40.607569,115.914351 40.61542,115.899859 40.614781,115.888709 40.605691,115.882105 40.59584,115.861703 40.594572,115.848788 40.588936,115.840057 40.591811,115.821194 40.585761,115.813607 40.558079,115.792832 40.556392,115.785938 40.559985,115.763865 40.546668,115.757571 40.539241,115.74873 40.538705,115.749312 40.529694,115.742375 40.524753,115.729722 40.50268,115.734464 40.496596,115.758013 40.49793,115.775927 40.490777,115.765254 40.471556,115.764074 40.463647,115.770873 40.458375,115.764569 40.445861,115.780406 40.435808,115.830428 40.384526,115.835324 40.376718,115.854358 40.374555,115.858402 40.358226,115.877165 40.358462,115.886997 40.354475,115.903554 40.356541,115.912318 40.352811,115.918106 40.339974,115.916683 40.324814,115.926558 40.318531,115.946369 40.279945,115.962814 40.263119,115.953962 40.255529,115.936181 40.252533,115.924084 40.253453,115.909904 40.244894,115.905992 40.233432,115.896247 40.235027,115.886007 40.227105,115.87712 40.215059,115.88034 40.205613,115.871306 40.199799,115.864302 40.185017,115.849453 40.18778,115.84816 40.178851,115.838352 40.166925,115.847517 40.153083,115.840322 40.145997,115.816139 40.151466,115.800381 40.152094,115.780708 40.169222,115.780777 40.177517,115.766772 40.174979,115.761943 40.16434,115.75062 40.163087,115.743265 40.15177,115.748571 40.144241,115.742979 40.136496,115.727843 40.128164,115.71857 40.127602,115.702438 40.133107,115.638462 40.125568,115.635667 40.114813,115.610136 40.116111,115.593032 40.118989,115.588771 40.115257,115.584623 40.095367,115.57795 40.093854,115.557297 40.096872,115.547587 40.090598,115.54934 40.081565,115.536218 40.074797,115.5211 40.074939,115.504131 40.061738,115.494626 40.051282,115.481952 40.044893,115.472133 40.0349,115.44803 40.028377,115.445572 40.019462,115.435639 40.009537,115.44269 40.00065,115.437375 39.993295,115.421971 39.982966,115.416855 39.968451,115.420224 39.948712,115.43193 39.951203,115.445823 39.946865,115.456486 39.939511,115.474294 39.934587,115.480909 39.922592,115.500615 39.912701,115.516785 39.89779,115.50275 39.882999,115.520101 39.87453,115.508253 39.8372,115.520308 39.834122,115.541606 39.821778,115.563118 39.813167,115.560497 39.803585,115.546101 39.793649,115.507567 39.787544,115.499017 39.783416,115.489459 39.792232,115.477671 39.797356,115.451319 39.780842,115.437166 39.784294,115.424652 39.774402,115.432667 39.75134,115.461504 39.738934,115.47998 39.740442,115.486898 39.705607,115.492865 39.695214,115.491664 39.686948,115.482449 39.680414,115.484728 39.667243,115.473286 39.657827,115.472252 39.649946,115.487705 39.647729,115.500448 39.650976,115.505266 39.64325,115.516254 39.638861,115.517217 39.619282,115.508147 39.612386,115.505898 39.604005,115.512106 39.596044,115.524438 39.601793,115.52712 39.610356,115.539869 39.617716,115.548425 39.608382,115.558518 39.604617,115.566163 39.590461,115.581019 39.588981,115.593757 39.599881,115.612129 39.602549,115.627151 39.596704,115.651192 39.599036,115.667163 39.607447,115.679169 39.602577,115.691279 39.577977,115.692566 39.562133,115.710912 39.559266,115.715687 39.543625,115.730578 39.544457,115.739331 39.522116,115.746312 39.514305,115.76532 39.513927,115.780949 39.508883,115.81539 39.508436,115.823446 39.511829,115.813429 39.525024,115.822656 39.540249,115.836145 39.540531,115.84952 39.553972,115.860404 39.545359,115.87705 39.547135,115.887159 39.555246,115.884122 39.566887,115.901963 39.565897,115.90918 39.582186,115.900901 39.589033,115.906585 39.598164,115.917849 39.59629,115.928254 39.587064,115.932031 39.576462,115.941985 39.571911,115.944475 39.565331,115.961607 39.563531,115.971723 39.578287,115.971063 39.589829,115.984939 39.592643,115.99087 39.582049,116.001498 39.576019,116.007911 39.586863,116.020047 39.58616,116.0186 39.574366,116.033333 39.570683,116.099894 39.574353,116.100004 39.569627,116.127027 39.56732,116.137318 39.569542,116.145602 39.582104,116.170794 39.584644,116.178329 39.589663,116.195115 39.585176,116.202244 39.576441,116.215158 39.57774,116.219804 39.566964,116.234657 39.562919,116.240531 39.538619,116.23871 39.516187))"
"天津市","120100","天津市","120000","13866009","11744440","2121569","12938224","10277893","2660331","2.4","2.8","106.31","114.52","13.47","64.87","21.66","14.75","9.8","77.18","13.02","8.52","POLYGON((116.760409 38.741182,116.785302 38.739321,116.790623 38.745967,116.80758 38.743582,116.853302 38.740696,116.861648 38.745285,116.864346 38.729291,116.860693 38.71641,116.86938 38.712046,116.866282 38.702012,116.871506 38.680131,116.890294 38.679732,116.904578 38.685007,116.911927 38.679054,116.925144 38.685153,116.939731 38.68528,116.945297 38.688978,116.988402 38.694994,117.008323 38.689161,117.009592 38.699607,117.036046 38.70562,117.032823 38.687614,117.061824 38.679738,117.055668 38.673486,117.049756 38.65331,117.049294 38.638389,117.057952 38.634828,117.065229 38.606492,117.079982 38.605473,117.090515 38.599512,117.091835 38.586005,117.113188 38.588772,117.118241 38.599055,117.144506 38.60847,117.144792 38.616863,117.182659 38.617241,117.204056 38.629298,117.206752 38.638944,117.218893 38.643122,117.228578 38.630521,117.229759 38.619369,117.249041 38.613866,117.253318 38.602337,117.23914 38.594597,117.232154 38.580319,117.246976 38.555473,117.259177 38.556012,117.285959 38.56168,117.293639 38.570719,117.299341 38.555857,117.309184 38.556963,117.318575 38.563828,117.344367 38.564975,117.351608 38.569681,117.348317 38.579884,117.362409 38.581592,117.36259 38.563888,117.389813 38.57366,117.409064 38.58972,117.425954 38.600432,117.465133 38.610432,117.472565 38.616453,117.514423 38.610851,117.522964 38.600142,117.535305 38.60297,117.532415 38.609117,117.540763 38.617249,117.551715 38.613222,117.576083 38.618013,117.632942 38.626132,117.636136 38.642673,117.650588 38.659866,117.722806 38.679309,117.732523 38.688346,117.73449 38.699268,117.734993 38.753157,117.722805 38.764,117.665363 38.771294,117.648329 38.777622,117.640315 38.788195,117.639971 38.828418,117.651591 38.835473,117.682996 38.836339,117.745922 38.846663,117.762409 38.863149,117.772222 38.868252,117.815791 38.856485,117.841299 38.854915,117.853855 38.871003,117.853463 38.888271,117.86955 38.919663,117.88642 38.924368,117.893089 38.940849,117.891911 38.947913,117.849273 38.956876,117.846463 38.962254,117.844625 38.992132,117.841318 39.009923,117.832934 39.032033,117.831254 39.056169,117.834298 39.072925,117.840328 39.087571,117.865596 39.121742,117.958508 39.171746,117.96714 39.187834,117.971283 39.204956,118.030816 39.219193,118.030738 39.229345,118.058349 39.229972,118.058384 39.254685,118.030191 39.263941,118.022108 39.276505,118.022099 39.289222,118.010564 39.282977,117.991906 39.287797,117.985942 39.295597,117.971472 39.29963,117.96592 39.313516,117.927363 39.318086,117.907838 39.317636,117.886117 39.322134,117.882499 39.330949,117.861177 39.328892,117.85524 39.333225,117.841883 39.331196,117.843838 39.341366,117.854564 39.363823,117.830859 39.349803,117.827023 39.355293,117.810217 39.353287,117.797107 39.36096,117.799025 39.372219,117.814782 39.375857,117.832812 39.37626,117.854381 39.383676,117.856386 39.396163,117.853262 39.402284,117.865759 39.410567,117.864239 39.45394,117.871981 39.466199,117.880243 39.465776,117.892131 39.471516,117.890457 39.484715,117.892513 39.508694,117.906215 39.515141,117.898866 39.532604,117.911048 39.547287,117.911864 39.55359,117.925046 39.567128,117.923987 39.577107,117.886498 39.590479,117.878004 39.589093,117.862153 39.59579,117.845233 39.588188,117.820334 39.589687,117.795649 39.600601,117.783014 39.596017,117.76135 39.597802,117.7415 39.588196,117.748777 39.579925,117.741805 39.573223,117.731368 39.572847,117.72971 39.559627,117.738592 39.547298,117.72658 39.534909,117.7096 39.528914,117.702506 39.536925,117.70385 39.54923,117.697349 39.556344,117.683285 39.558374,117.701905 39.567552,117.699516 39.575318,117.687277 39.579896,117.675347 39.588845,117.654565 39.574295,117.644482 39.578161,117.649541 39.58709,117.636016 39.591359,117.625998 39.601298,117.634667 39.620135,117.655736 39.635227,117.660049 39.640909,117.661269 39.660451,117.650596 39.667728,117.643679 39.684315,117.637746 39.687607,117.64073 39.698546,117.596257 39.704324,117.587338 39.709695,117.577829 39.721798,117.582002 39.736434,117.589705 39.745085,117.575225 39.747887,117.561379 39.755717,117.553597 39.754459,117.544122 39.761861,117.548592 39.770332,117.53987 39.775044,117.546874 39.783406,117.548401 39.794291,117.555213 39.798955,117.552188 39.810429,117.542576 39.822958,117.534836 39.821897,117.531704 39.834117,117.541424 39.838347,117.514682 39.870197,117.512442 39.890106,117.503644 39.892615,117.501014 39.907827,117.519154 39.928437,117.506066 39.932471,117.508556 39.945483,117.517895 39.945348,117.526583 39.95134,117.532633 39.969625,117.541046 39.975731,117.531392 39.988843,117.539741 39.997141,117.593421 39.992682,117.609405 39.977704,117.613787 39.969591,117.651209 39.97103,117.668396 39.973642,117.682625 39.982835,117.700292 39.984799,117.721304 39.971187,117.735189 39.972084,117.75002 39.963929,117.757271 39.971426,117.775626 39.967051,117.783085 39.989257,117.787348 39.993272,117.785573 40.014347,117.776052 40.022277,117.764139 40.0223,117.751462 40.016884,117.737716 40.017185,117.737308 40.030015,117.741475 40.046196,117.751856 40.043097,117.766555 40.050538,117.769735 40.057686,117.751896 40.072033,117.745201 40.080737,117.727868 40.07605,117.703827 40.083654,117.701856 40.092394,117.683363 40.091564,117.672963 40.084484,117.665393 40.095383,117.654491 40.09629,117.643295 40.090155,117.638593 40.09509,117.64589 40.111907,117.643859 40.127063,117.629747 40.130986,117.624185 40.146747,117.615159 40.145485,117.612382 40.156445,117.60164 40.159703,117.59495 40.170136,117.582383 40.16723,117.570139 40.177515,117.569194 40.191712,117.566565 40.199227,117.557714 40.204124,117.565384 40.21815,117.557983 40.22794,117.542188 40.231463,117.498533 40.225957,117.477524 40.233982,117.474529 40.240405,117.443619 40.251063,117.433042 40.251781,117.423273 40.245098,117.409438 40.247464,117.402587 40.231043,117.390837 40.233717,117.383317 40.226519,117.375885 40.218735,117.374443 40.208618,117.386449 40.201938,117.372785 40.197935,117.378228 40.186352,117.391002 40.191469,117.400989 40.186051,117.384915 40.176163,117.365351 40.175109,117.344488 40.170271,117.353977 40.155558,117.345088 40.149164,117.349715 40.139511,117.337933 40.133277,117.325502 40.132744,117.316726 40.139371,117.301112 40.135666,117.296503 40.124629,117.286453 40.118308,117.278972 40.120054,117.2635 40.105947,117.26041 40.110921,117.242724 40.115036,117.231825 40.110498,117.218113 40.093787,117.204844 40.095326,117.203368 40.080968,117.216516 40.065388,117.200018 40.062857,117.189065 40.065289,117.177616 40.061271,117.181366 40.024561,117.187658 40.020272,117.191252 40.009299,117.191695 39.991456,117.181687 39.977502,117.172173 39.975967,117.173224 39.964278,117.158397 39.961783,117.159942 39.954035,117.144202 39.942766,117.150376 39.936682,117.139896 39.931764,117.138264 39.910196,117.152355 39.90785,117.142623 39.894915,117.151929 39.887962,117.151218 39.877393,117.169135 39.865511,117.205225 39.858251,117.221428 39.851534,117.233429 39.859213,117.241084 39.859823,117.253337 39.843279,117.24715 39.830763,117.227355 39.832361,117.219874 39.829711,117.185757 39.831799,117.184126 39.825076,117.160697 39.822398,117.150366 39.814386,117.151035 39.795379,117.164821 39.79848,117.172311 39.794035,117.174204 39.781153,117.185845 39.774503,117.199522 39.762583,117.178327 39.75061,117.155419 39.746795,117.159672 39.736699,117.14727 39.734969,117.146719 39.721386,117.154255 39.719459,117.16186 39.706838,117.163683 39.672056,117.152459 39.659897,117.15758 39.650418,117.171261 39.644334,117.166409 39.635463,117.151503 39.635271,117.14382 39.627296,117.14619 39.622179,117.129607 39.616718,117.119395 39.61642,117.096784 39.623771,117.094439 39.628266,117.050638 39.64322,117.009502 39.652806,116.998191 39.643292,116.968481 39.635664,116.95758 39.642354,116.949327 39.657572,116.951489 39.665159,116.939713 39.669719,116.937204 39.692744,116.94485 39.705743,116.911006 39.705347,116.910945 39.698312,116.900046 39.68689,116.900753 39.676398,116.877331 39.674328,116.854573 39.666209,116.84393 39.666334,116.84532 39.651278,116.83481 39.64316,116.820923 39.637103,116.820391 39.632019,116.832493 39.62114,116.819072 39.612774,116.806388 39.614783,116.809757 39.605434,116.791889 39.593219,116.79353 39.586608,116.805644 39.575839,116.791802 39.566992,116.781013 39.550605,116.789252 39.544613,116.800217 39.527735,116.816035 39.53337,116.819716 39.511234,116.808004 39.509185,116.814577 39.479845,116.782844 39.470883,116.784139 39.46426,116.798056 39.446133,116.809776 39.450653,116.820818 39.44462,116.826564 39.43445,116.849601 39.442344,116.856961 39.435836,116.870013 39.433578,116.86511 39.426399,116.849662 39.419019,116.84606 39.412848,116.832233 39.409416,116.827962 39.397945,116.835254 39.380527,116.831677 39.373097,116.817806 39.371915,116.814681 39.3656,116.826504 39.361864,116.819117 39.352546,116.822771 39.339603,116.843273 39.338499,116.854365 39.353229,116.868738 39.355388,116.866517 39.34031,116.883751 39.337243,116.883577 39.322199,116.878361 39.304488,116.862081 39.3016,116.857343 39.291758,116.866534 39.290367,116.872912 39.254481,116.870777 39.240048,116.886094 39.230293,116.878597 39.221063,116.868738 39.229185,116.865813 39.216829,116.849922 39.2148,116.851189 39.204501,116.857317 39.200486,116.857646 39.174722,116.859964 39.156679,116.864225 39.15282,116.888125 39.153908,116.903406 39.149942,116.913142 39.137756,116.918271 39.118562,116.91344 39.108449,116.905263 39.110253,116.896059 39.090197,116.890875 39.090904,116.880783 39.076509,116.864042 39.06913,116.865821 39.053896,116.854608 39.049783,116.825584 39.048682,116.796736 39.050016,116.791232 39.059353,116.77563 39.057536,116.767034 39.045954,116.75064 39.049379,116.745725 39.033627,116.753375 39.030721,116.753114 39.020278,116.744554 38.993115,116.734403 38.979949,116.722655 38.974481,116.710308 38.938126,116.702236 38.931025,116.702128 38.896223,116.716412 38.896229,116.717202 38.851729,116.740073 38.850644,116.737138 38.834111,116.74029 38.823843,116.738076 38.804529,116.731399 38.783711,116.745364 38.779419,116.739634 38.755446,116.752993 38.754115,116.760409 38.741182),(117.778262 39.375886,117.738259 39.353469,117.701858 39.350631,117.6862 39.35467,117.664706 39.355409,117.663077 39.323138,117.657609 39.315871,117.644623 39.314232,117.629145 39.34283,117.613448 39.337318,117.610527 39.343471,117.589142 39.34819,117.563585 39.341672,117.529986 39.337032,117.514571 39.356165,117.531019 39.36266,117.52908 39.372985,117.537753 39.380234,117.551691 39.384614,117.547482 39.391582,117.562524 39.396265,117.569353 39.403235,117.584493 39.404505,117.595242 39.418524,117.604938 39.416134,117.607986 39.406139,117.624812 39.407547,117.637289 39.404844,117.662852 39.410969,117.666954 39.385618,117.696014 39.387815,117.693431 39.406498,117.73094 39.40941,117.775805 39.393679,117.778262 39.375886))"
